,序号,第1名,第2名,第3名,第4名,第5名,第6名,第7名,第8名,第9名,第10名
38,2023-03-27,华脉科技,大晟文化,宏达新材,皖能电力,深华发A,长白山,东晶电子,恒盛能源,银河电子,世茂能源
39,2023-03-28,宏达新材,皖能电力,大晟文化,华脉科技,深华发A,长白山,东晶电子,恒盛能源,世茂能源,光一退
40,2023-03-29,皖能电力,大晟文化,宏达新材,长白山,深华发A,东晶电子,恒盛能源,世茂能源,银河电子,光一退
41,2023-03-30,皖能电力,长白山,宏达新材,深华发A,大晟文化,东晶电子,世茂能源,恒盛能源,银河电子,杭州热电
42,2023-03-31,长白山,宏达新材,深华发A,皖能电力,大晟文化,银河电子,东晶电子,恒盛能源,世茂能源,光一退
43,2023-04-03,大晟文化,深华发A,长白山,宏达新材,皖能电力,银河电子,光一退,东晶电子,世茂能源,杭州热电
44,2023-04-04,大晟文化,长白山,深华发A,宏达新材,皖能电力,银河电子,光一退,恒为科技,杭州热电,世茂能源
45,2023-04-06,长白山,皖能电力,大晟文化,深华发A,光一退,宏达新材,银河电子,文一科技,世茂能源,恒盛能源
46,2023-04-07,长白山,皖能电力,大晟文化,深华发A,宏达新材,恒为科技,银河电子,杭州热电,南方精工,恒盛能源
47,2023-04-10,皖能电力,长白山,大晟文化,深华发A,春秋电子,恒为科技,杭州热电,世茂能源,银河电子,光一退
48,2023-04-11,皖能电力,长白山,大晟文化,深华发A,宏达新材,春秋电子,光一退,杭州热电,世茂能源,银河电子
49,2023-04-12,大晟文化,长白山,皖能电力,恒为科技,深华发A,春秋电子,银河电子,南方精工,世茂能源,恒盛能源
50,2023-04-13,长白山,大晟文化,恒为科技,皖能电力,深华发A,春秋电子,宏达新材,银河电子,世茂能源,恒盛能源
51,2023-04-14,皖能电力,长白山,大晟文化,恒为科技,深华发A,春秋电子,银河电子,建投能源,宏达新材,恒盛能源
52,2023-04-17,皖能电力,长白山,春秋电子,深华发A,恒为科技,大晟文化,建投能源,银河电子,恒盛能源,宏达新材
53,2023-04-18,皖能电力,恒为科技,长白山,大晟文化,春秋电子,建投能源,深华发A,宏达新材,银河电子,豫能控股
54,2023-04-19,皖能电力,恒为科技,长白山,大晟文化,建投能源,春秋电子,新中港,银河电子,深华发A,恒盛能源
55,2023-04-20,皖能电力,恒为科技,建投能源,长白山,大晟文化,春秋电子,银河电子,新中港,南京公用,杭州热电
56,2023-04-21,皖能电力,建投能源,恒为科技,长白山,光一退,五洲特纸,大晟文化,英联股份,春秋电子,新中港
57,2023-04-24,皖能电力,建投能源,五洲特纸,大晟文化,恒为科技,光一退,长白山,南京公用,桂东电力,豫能控股
58,2023-04-25,建投能源,皖能电力,五洲特纸,大晟文化,恒为科技,新中港,长白山,桂东电力,光一退,豫能控股
59,2023-04-26,建投能源,皖能电力,五洲特纸,英联股份,大晟文化,长白山,光一退,恒为科技,桂东电力,新中港
60,2023-04-27,建投能源,皖能电力,五洲特纸,光一退,英联股份,桂东电力,长白山,南京公用,新中港,豫能控股
61,2023-04-28,建投能源,皖能电力,光一退,五洲特纸,大晟文化,英联股份,长白山,桂东电力,宏达新材,南京公用
62,2023-05-04,建投能源,皖能电力,大晟文化,光一退,五洲特纸,桂东电力,新中港,恒盛能源,英联股份,华脉科技
63,2023-05-05,建投能源,皖能电力,五洲特纸,桂东电力,恒盛能源,南京公用,光一退,大晟文化,杭州热电,新中港
64,2023-05-08,皖能电力,建投能源,五洲特纸,桂东电力,恒盛能源,南京公用,英联股份,中马传动,银河电子,华脉科技
65,2023-05-09,建投能源,皖能电力,五洲特纸,桂东电力,南京公用,英联股份,中马传动,新中港,杭州热电,银河电子
66,2023-05-10,建投能源,皖能电力,英联股份,银河电子,五洲特纸,桂东电力,中马传动,南京公用,铁流股份,光一退
67,2023-05-11,建投能源,英联股份,皖能电力,银河电子,南京公用,桂东电力,五洲特纸,中马传动,大晟文化,铁流股份
68,2023-05-12,建投能源,皖能电力,英联股份,杭州热电,中马传动,南京公用,银河电子,桂东电力,华脉科技,铁流股份
69,2023-05-15,建投能源,杭州热电,英联股份,皖能电力,银河电子,桂东电力,南京公用,新中港,中马传动,五洲特纸
70,2023-05-16,建投能源,杭州热电,英联股份,皖能电力,银河电子,中马传动,新中港,桂东电力,南京公用,闽东电力
71,2023-05-17,杭州热电,英联股份,建投能源,桂东电力,银河电子,闽东电力,新中港,皖能电力,光一退,南京公用
72,2023-05-18,杭州热电,英联股份,建投能源,银河电子,桂东电力,皖能电力,新中港,闽东电力,华脉科技,铁流股份
73,2023-05-19,杭州热电,英联股份,建投能源,皖能电力,桂东电力,银河电子,东晶电子,新中港,深华发A,铁流股份
74,2023-05-22,杭州热电,建投能源,桂东电力,闽东电力,英联股份,新中港,皖能电力,银河电子,铁流股份,东晶电子
75,2023-05-23,杭州热电,桂东电力,建投能源,闽东电力,英联股份,新中港,皖能电力,光一退,铁流股份,中马传动
76,2023-05-24,杭州热电,桂东电力,新中港,建投能源,闽东电力,英联股份,皖能电力,银河电子,铁流股份,深华发A
77,2023-05-25,杭州热电,桂东电力,新中港,世茂能源,闽东电力,银河电子,建投能源,英联股份,深华发A,皖能电力
78,2023-05-26,杭州热电,桂东电力,新中港,银河电子,世茂能源,闽东电力,英联股份,建投能源,深华发A,皖能电力
79,2023-05-29,杭州热电,桂东电力,世茂能源,建投能源,恒盛能源,新中港,银河电子,闽东电力,皖能电力,深华发A
80,2023-05-30,杭州热电,桂东电力,世茂能源,恒盛能源,建投能源,新中港,皖能电力,银河电子,闽东电力,深华发A
81,2023-05-31,杭州热电,桂东电力,世茂能源,建投能源,皖能电力,恒盛能源,新中港,银河电子,深华发A,闽东电力
82,2023-06-01,杭州热电,桂东电力,建投能源,长白山,皖能电力,世茂能源,新中港,恒为科技,英联股份,银河电子
83,2023-06-02,杭州热电,桂东电力,建投能源,英联股份,皖能电力,世茂能源,长白山,银河电子,闽东电力,新中港
84,2023-06-05,杭州热电,桂东电力,世茂能源,长白山,建投能源,闽东电力,银河电子,英联股份,新中港,皖能电力
85,2023-06-06,杭州热电,桂东电力,恒盛能源,长白山,世茂能源,大晟文化,建投能源,英联股份,新中港,闽东电力
86,2023-06-07,杭州热电,桂东电力,长白山,恒盛能源,大晟文化,世茂能源,建投能源,宏达新材,闽东电力,新中港
87,2023-06-08,杭州热电,桂东电力,恒盛能源,长白山,世茂能源,宏达新材,建投能源,皖能电力,南方精工,闽东电力
88,2023-06-09,杭州热电,桂东电力,长白山,恒盛能源,世茂能源,大晟文化,宏达新材,南方精工,闽东电力,深华发A
89,2023-06-12,杭州热电,桂东电力,恒盛能源,大晟文化,世茂能源,长白山,宏达新材,南方精工,深华发A,东晶电子
90,2023-06-13,杭州热电,桂东电力,恒盛能源,大晟文化,长白山,宏达新材,世茂能源,南方精工,华脉科技,深华发A
91,2023-06-14,杭州热电,大晟文化,桂东电力,恒盛能源,长白山,宏达新材,南方精工,深华发A,世茂能源,华脉科技
92,2023-06-15,杭州热电,桂东电力,恒盛能源,宏达新材,长白山,大晟文化,南方精工,世茂能源,英联股份,华脉科技
93,2023-06-16,杭州热电,桂东电力,宏达新材,恒盛能源,长白山,南方精工,大晟文化,中马传动,世茂能源,华脉科技
94,2023-06-19,宏达新材,杭州热电,桂东电力,长白山,恒盛能源,大晟文化,中马传动,南方精工,华脉科技,世茂能源
95,2023-06-20,宏达新材,南方精工,大晟文化,中马传动,恒盛能源,长白山,华脉科技,杭州热电,桂东电力,世茂能源
96,2023-06-21,南方精工,中马传动,华脉科技,长白山,宏达新材,大晟文化,东晶电子,银河电子,双星新材,恒盛能源
97,2023-06-26,南方精工,中马传动,华脉科技,长白山,宏达新材,大晟文化,东晶电子,双星新材,英联股份,铁流股份
98,2023-06-27,南方精工,中马传动,华脉科技,长白山,东晶电子,大晟文化,英联股份,桂东电力,宏达新材,双星新材
99,2023-06-28,中马传动,南方精工,华脉科技,长白山,英联股份,桂东电力,东晶电子,大晟文化,双星新材,文一科技
